Data Number,Codes,Site Name,Latitude,Longitude,Elevation,Min. Depth,Max Depth,No. Temperatures,Temp. Gradient,No. Conductivities,Conductivity,No. Heat Production,Heat Production,Heat Flow,Red. Heat Flow,No. Sites,Reference No.
SU 296,EBAFHB,12,54.85,52.317,310,600,1800,99,,,,,,46,1,105,70
SU 297,EBARHC,ZELE4817,54.85,52.8,305,180,1790,22,21,,3.12,,,64,1,91,
SU 298,EBARHC,KARM3587,54.85,53.083,265,190,1840,30,18,,3.16,,,57,1,91,
SU 299,ECAFHB,SUTKAI86,54.833,22.8,,712,1043,99,27,,2.03,,,54,1,122,88
SU 300,EBARHC,CHE20015,54.833,51.8,191,200,2500,60,21,,2.92,,,60,1,91,
SU 301,EBAFHC,TYUME101,54.833,53.667,150,250,1090,99,9,,3.34,,,30,1,98,
SU 302,EBAFIC,UZYBAS25,54.833,55.417,130,400,1800,99,17,,2.48,,,43,1,98,
SU 303,EBAFIC,IGLIN127,54.833,56.5,180,750,2200,99,17,,2.31,,,39,1,31,
SU 304,ECAEJB,MATVE259,54.833,63.667,173,100,590,24,14,5,3,,,41,1,45,
SU 305,EBABHB,KRAS.BOR,54.783,31.917,,,,99,,6,,,,33,1,141,
SU 306,EBARHC,V.LE6032,54.783,52.917,260,80,1740,32,18,,3.17,,,56,1,91,
SU 307,EBARHC,YU.R6588,54.767,52.5,230,100,1780,36,19,,3.17,,,61,1,91,
SU 308,EBAZZB,SLAVINS2,54.75,21.05,,,2100,,,,1.95,,,54,1,41,87
SU 309,,SMOLENSK,54.75,31.967,,,,,,,,,,36,2,,
SU 310,EBARHC,ABDRA840,54.75,52.567,185,100,1800,40,21,,3.17,,,66,1,91,
SU 311,,PAVLOVSK,54.75,52.75,,,,,,,,,,43,3,105,70
SU 312,EBAFIC,TYUMEN59,54.75,53.667,200,650,1550,99,12,,2.9,,,35,1,31,
SU 313,EBARHC,KUA15056,54.733,52.267,241,60,1800,48,23,,3.16,,,73,1,91,
SU 314,,KUAKBASH,54.733,52.283,,,,,,,,,,59,2,,
SU 315,EBAZZB,VESELOV4,54.717,20.217,,,2500,,,,1.95,,,65,1,41,
SU 316,EBARHC,LENI4730,54.717,52.633,200,200,1870,34,19,,3.17,,,61,1,91,
SU 317,EBAZZC,V.VESEL1,54.7,20.267,,,1200,,23,,2.5,,,56,1,41,
SU 318,EBAZZC,VILNYUS3,54.7,25.283,,,520,,,,,,,40,1,40,85
SU 319,EEAZHB,GLUBOC48,54.683,63.567,,50,1120,,17,,,,,43,1,28,79
SU 320,EBAZZB,ISAKOVS3,54.667,20.717,,,2300,,,,,,,62,1,41,87
SU 321,EBAZZB,MALINOV4,54.667,20.933,,,2100,,,,,,,55,1,41,87
SU 322,,ARDATOVK,54.667,54,,,,,,,,,,37,2,,
SU 323,EBAFIC,YU.SE101,54.667,55.667,120,500,1650,99,14,,2.5,,,34,1,31,
SU 324,EBAGHC,RAME4/78,55.6,38.233,,250,440,17,11,,2.9,,,32,1,141,
SU 325,EBARHC,NURLAT43,54.65,51.083,,315,1906,18,19,,2.97,,,56,1,91,
SU 326,EBARHC,YUZHNA41,54.65,52.5,247,70,1200,26,23,,3.17,,,74,1,91,
SU 327,EBAZZB,USHAKOV4,54.633,20.833,,,2100,,,,,,,57,1,41,87
SU 328,EBAZZC,DEIMINS3,54.633,20.95,,,2100,,,,1.95,,,52,1,41,87
SU 329,EBAZZC,Z.KRASN2,54.633,21.15,,,2000,,,,2,,,55,1,41,87
SU 330,EBAZZC,,54.617,36.5,,,,,,,,,,38,1,93,64
SU 331,EBAGHC,KALUG137,54.6,36.333,,101,560,24,12,,2.9,,,35,1,141,
SU 332,EBAGHC,KALUG102,54.6,36.35,,100,592,26,13,,2.85,,,37,1,141,
SU 333,EBARHC,LEONI118,54.617,53.8,198,180,1730,10,18,,3.4,,,63,1,91,
SU 334,EBAZZB,LADUSHK7,54.6,20.333,,400,2700,,,,,,,60,1,41,87
SU 335,EBAZZC,KRASNOB1,54.6,21.2,,,1700,,,,,,,84,1,41,87
SU 336,EBARHC,TUIMA420,54.6,53.633,137,40,1720,36,19,,3.01,,,56,1,91,
SU 337,ECABHC,GUSEVSK7,54.583,22.25,,950,1500,55,44,10,1.72,,,75,1,140,85
SU 338,EBAFIC,5,54.583,53.667,190,300,1500,99,12,,3.07,,,37,1,98,
SU 339,EBAFIC,CHESNOK2,54.583,55.833,110,30,1900,99,16,,2.2,,,35,1,98,
SU 340,EBAFIC,YU.TA190,54.583,56.167,120,550,1350,99,15,,2.37,,,35,1,31,
SU 341,EBAFIC,YU.TA180,54.583,56.333,120,400,2100,99,15,,2.5,,,37,1,98,
SU 342,EBAFIC,YU.TA188,54.583,56.5,130,450,2450,99,13,,3.02,,,38,1,31,
SU 343,,SMORGON,54.55,26.283,,,,,,,,,,26,3,,
SU 344,EBAEIC,TUIM2000,54.5,53.583,310,10,3600,99,17,35,2.05,,,34,1,97,77
SU 345,,TUIMAZY,54.5,53.75,,,,,,,,,,41,2,,
SU 346,EBAEIC,KABAKO62,54.5,56.167,110,500,5400,99,25,51,2.37,,,59,1,98,
SU 347,EBARHC,YAKSHU35,54.467,36.383,150,115,1060,89,18,,2.32,,,42,1,91,
SU 348,,BALTAEVO,54.467,54.083,,,,,,,,,,38,2,,
SU 349,EBARHC,KALUG119,54.45,36.383,150,70,985,83,18,,2.32,,,42,1,91,
SU 350,EBARHC,ALEKSE93,54.417,54.167,,278,1755,95,21,,3,,,63,1,91,
SU 351,EBARHC,BAVLY312,54.4,53.25,,300,2040,48,20,,2.72,,,54,1,91,
SU 352,EBARHC,TROIT642,54.367,53.667,244,320,1910,18,20,,3.01,,,61,1,91,
SU 353,,ORSHA,54.35,30.533,,,,,,,,,,32,2,,
SU 354,EBAFIC,USTYUB35,54.333,54.667,220,500,1700,99,13,,2.5,,,33,1,98,
SU 355,EBAFIC,CHUVA202,54.333,55.333,200,400,2150,99,21,,2.15,,,45,1,98,
SU 356,EBAFIC,RAKI3346,54.333,55.75,180,670,2200,99,18,,2.37,,,43,1,31,
SU 357,,UCHALY,54.333,59.583,,,,,,,,,,23,5,,
SU 358,EBARHC,SLAVKI90,54.317,51.283,,880,1200,64,15,,2.81,,,42,1,91,
SU 359,EBAZZC,KLY15229,54.283,52.067,,,,,,,,,,73,1,91,
SU 360,EBAGIC,USTYUB36,54.25,54.667,210,500,1700,99,17,,2.5,,,43,1,98,
SU 361,EBAFIC,IVANOV76,54.25,56.417,100,400,1000,99,7,,4.5,,,33,1,31,
SU 362,EBARHC,SULINS30,54.233,53.167,,290,1730,88,21,,2.87,,,60,1,91,
SU 363,EBARHC,S.DER125,54.2,51.783,204,630,2425,59,19,,3.55,,,66,1,91,
SU 364,EEAZZC,ZELENOE1,54.167,27.5,,,440,,,,,,,34,1,40,85
SU 365,EBAFHC,SARAEVO2,54.167,54.167,310,600,2100,99,15,,2.83,,,43,1,98,
SU 366,,,54.167,59.5,,,,,,,,,,24,3,,
SU 367,ECABHB,VOLOZHI1,54.117,26.267,,90,130,16,8,14,2.8,,,21,1,125,85
SU 368,EBAFHC,KRAPIVEN,54.117,32.667,,340,820,99,10,,,,,32,1,141,
SU 369,EBAZZC,BOROVKA8,54.117,51.633,,,2390,,,,,,,59,1,40,85
SU 370,EBARHC,KHANSV74,54.117,53.183,,350,1800,90,22,,2.87,,,62,1,91,
SU 371,EBAZZC,SARAEVO2,54.117,54.533,,,2100,,,,,,,41,1,40,85
SU 372,EBAAHB,MARTSIN2,54.05,24.3,,172,329,39,16,34,2.8,,,43,1,125,85
SU 373,ECABHB,GEOLOG 1,54.05,27.65,,170,438,39,11,15,2.5,,,26,1,132,
SU 374,EBAEHC,KAZAN112,54,55,140,200,1840,99,15,14,2.82,,,42,1,98,
SU 375,ECABHB,MOGILEV1,53.983,30.233,,262,380,13,20,6,1.85,,,37,1,141,
SU 376,EBARHC,RADEEVS2,53.95,50.933,,300,920,24,14,,2.54,,,35,1,91,
SU 377,ECABHB,MINSKVSK,53.917,27.5,,282,400,38,12,32,2.29,,,28,1,124,81
SU 378,EBAFHC,S.URSH99,53.917,55.583,210,500,2300,99,15,,2.5,,,38,1,31,
SU 379,EBAFIC,IVANOV78,53.917,56.167,140,450,750,99,10,,3.3,,,34,1,31,
SU 380,ECAZZC,Z.BOR222,53.9,28.55,,30,120,,,,,,,27,1,32,85
SU 381,EBARHC,IVANOV54,53.9,50.583,205,220,1028,62,17,,2.54,,,44,1,91,
SU 382,ECABHB,VODOP146,53.883,27.95,,120,176,18,12,,1.8,,,22,1,132,
SU 383,EBARHC,ISSA  R1,53.883,44.933,248,150,755,21,14,,2.78,,,39,1,91,
SU 384,EBARHC,KROTOVS7,53.883,52.133,197,0,1565,13,13,,2.81,,,37,1,91,
SU 385,EBAZZC,ISSA   3,53.867,44.917,,,1050,,,,,,,39,1,40,85
SU 386,EBARHC,ORLYA111,53.867,51.4,111,250,1003,51,16,,2.54,,,41,1,91,
SU 387,EBARHC,VEDEN217,53.783,43.4,245,296,940,28,22,,2.78,,,60,1,91,
SU 388,EBAZZC,PRUDY  1,53.75,45.833,,,1300,,,,,,,35,1,40,85
SU 389,EBAEIC,SHKAP740,53.75,54.167,320,330,3790,99,26,14,1.45,,,37,1,97,77
SU 390,EBARHC,SHKAP224,53.75,54.2,328,570,2000,86,18,,2.85,,,52,1,91,
SU 391,EBABIC,KURKASH6,53.75,56.667,250,100,1750,99,22,12,2.84,,,31,1,98,
SU 392,,BEREZOVK,53.7,25.467,,,,,,,,,,37,2,,
SU 393,ECABHB,VITSK161,53.7,27.45,,131,155,16,14,,1.8,,,26,1,132,
SU 394,EBAZZC,MORSOVO1,53.7,42.333,,,1290,,,,,,,35,1,40,85
SU 395,EAAAHB,VORKE161,53.683,25.683,,200,289,30,8,12,3.8,,,31,1,132,
SU 396,EBABHB,LAKHVA 1,53.667,30.033,,170,475,61,12,8,2.58,,,30,1,141,
SU 397,EBAZZC,RYAZHSK1,53.667,40.083,,,940,,,,,,,35,1,40,85
SU 398,EBARHC,EKATER21,53.667,51.067,,1900,2515,123,25,,2.36,,,59,1,91,
SU 399,EBAEIB,SHIKHAN5,53.667,56.333,210,10,2850,999,17,27,1.91,,,33,1,95,
SU 400,EAAAHB,OKOLI165,53.65,25.667,,229,348,37,9,14,3.5,,,33,1,132,
SU 401,ECABHC,GRODNO 8,53.633,23.783,,40,290,29,14,8,2.4,,,35,1,125,85
SU 402,,SKIDEL,53.617,24.217,,,,,,,,,,44,2,,
SU 403,EBABIB,KULGUNI1,53.583,56.917,500,400,4300,999,16,63,2.61,,,43,1,98,
SU 404,,OSIPOVIC,53.55,28.5,,,,,,,,,,21,4,,
SU 405,ECAFHC,GRODZY33,53.55,28.633,,250,771,31,7,,2.9,,,21,1,132,
SU 406,EAAAHB,SHNIP164,53.517,24.467,,177,270,32,16,8,2.77,,,45,1,125,85
SU 407,EAAAHB,NOVOSE27,53.5,26.133,,150,220,22,10,13,3.2,,,32,1,125,85
SU 408,EAAAHB,MIR  147,53.5,26.467,,200,387,40,8,24,3.28,,,25,1,132,
SU 409,ECAFHC,OSOVO 15,53.5,28.5,,250,600,32,7,,2.87,,,21,1,132,
SU 410,EBAFIC,STERLI10,53.5,55,320,500,2500,999,15,,2.5,,,38,1,98,
SU 411,EEAEIC,KACH1508,53.5,62.917,190,40,940,41,15,27,2.05,,,31,1,96,82
SU 412,EAABHB,MOSTY142,53.483,24.633,,167,345,35,13,15,3.6,,,45,1,132,
SU 413,EAAAHB,UNIKHO10,53.467,26.233,,120,347,35,7,16,3.14,,,22,1,132,
SU 414,EAAAHB,OKOLO238,53.467,26.767,,229,475,48,8,28,3.5,,,27,1,125,85
SU 415,EAAAHB,PUKHOV27,53.467,27.05,,200,600,59,5,17,3,,,16,1,132,
SU 416,,,53.417,56.167,,,,,,,,,,38,2,,
SU 417,EAABHB,MOSTY116,53.383,24.633,,181,333,34,13,12,3.8,,,48,1,132,
SU 418,ECABHB,MEDVINO3,53.367,25.217,,100,140,27,21,11,1.8,,,38,1,125,85
SU 419,,RAEVSHCH,53.367,26.6,,,,,,,,,,28,3,,
SU 420,ECABHB,ODELSK20,53.333,23.783,,140,178,11,17,11,2.1,,,35,1,125,85
SU 421,EBAFIC,GONCHA16,53.333,54.917,310,900,2500,999,13,,2.51,,,32,1,31,
SU 422,EBAZZC,URAZBAE7,53.333,56.333,,,,,,,,,,34,1,98,
SU 423,EEAEIB,KACHAR,53.333,62.75,190,300,1250,48,18,,1.9,,,35,1,15,83
SU 424,EAABHB,MOSTY103,53.3,24.467,,99,344,35,12,12,3.4,,,41,1,125,85
SU 425,EBARHC,MUKHA376,53.3,51.233,53,2000,2860,172,32,,2.09,,,67,1,91,
SU 426,EBARHC,PONOM154,53.3,54.05,154,1800,2300,100,19,,3.06,,,59,1,91,
SU 427,EAAEHB,OMLYNTS3,53.283,26.583,,130,190,16,7,,3.6,,,24,1,132,
SU 428,EAAAHB,SNOV 30P,53.25,26.333,,450,510,51,7,6,3.5,,,22,1,132,
SU 429,EBAFHB,SYZRA152,53.25,48.417,,1000,2000,999,,,,,,46,1,105,70
SU 430,EEARHC,YU.AR133,53.017,56.317,257,1300,1930,126,9,,5.42,,,50,1,91,
SU 431,EBAZZC,STRUG.B1,53,33.5,,,530,,,,,,,35,1,40,85
SU 432,EBAFIC,DENISOV3,53,55.167,230,500,3100,999,12,,2.5,,,31,1,98,
SU 433,ECAEIB,SMAKOV53,53,56.333,,,2250,999,17,,1.66,,,29,1,95,76
SU 434,EEAEIB,RUDNYI,53,63,205,800,1000,11,17,,2.15,,,36,1,15,83
SU 435,EBAZZC,NOVOSIL1,52.967,37.033,,,350,,,,,,,40,1,40,85
SU 436,,MOKHNACH,52.95,25.083,,,,,,,,,,32,2,,
SU 437,EEARHC,OZERK317,52.95,55.733,353,640,1490,170,9,,5.42,,,48,1,91,
SU 438,ECAZHB,GANTSEV5,52.9,26.1,,120,140,5,13,,2.1,,,26,1,125,85
SU 439,EBARHC,BARINO41,52.867,50.667,45,2175,2625,90,17,,3.54,,,59,1,91,
SU 440,ECAFHB,SOLIGOR1,52.85,27.417,,1350,1600,99,15,,2.3,,,35,1,125,85
SU 441,EBARHC,R.KAME19,52.85,46.15,,155,1140,197,30,,2,,,60,1,91,
SU 442,EBABIB,SMAKOV57,52.833,56.333,290,1100,3400,999,15,14,1.58,,,23,1,95,76
SU 443,EEAEIB,SIBA1856,52.833,58.667,372,20,1080,54,10,43,2.55,,,25,1,94,76
SU 444,ECABHB,K.MOST28,52.817,24.483,,152,220,39,15,12,2,,,31,1,133,
SU 445,ECAFHB,OSOVETS1,52.817,28.117,,750,850,120,8,,5,,,39,1,125,85
SU 446,EEAFHB,MALYNSK3,52.817,28.683,145,740,2934,999,14,,5.07,,,71,1,5,75
SU 447,EBARHC,POKRO193,52.8,53.05,177,2250,2410,322,24,,2.52,,,59,1,91,
SU 448,EBARHC,S.KUM137,52.8,55.8,340,435,1800,273,10,,5.42,,,53,1,91,
SU 449,ECAFHC,SVETILO3,52.75,31.2,,312,492,19,20,,2.3,,,46,1,141,
SU 450,ECAFHC,KLINTSY,52.767,32.133,,205,880,999,,,,,,47,1,141,
SU 451,EEAZZC,OZEMLIN2,52.75,29.017,,,3300,,,,,,,51,1,40,85
SU 452,EEAZZC,S.CHERNI,52.75,29.55,,,3800,,,,,,,69,1,40,85
SU 453,EEAFHB,GLUSSK 1,52.733,28.617,141,540,1720,47,17,,4.18,,,71,1,5,75
SU 454,EBARHC,YU.KUM98,52.733,55.8,310,850,1725,175,11,,5.42,,,60,1,91,
SU 455,EEAZZC,YU.VIS18,52.717,28.833,,,,,,,,,,59,1,89,87
SU 456,,CHERNINS,52.7,29.217,,,,,,,,,,74,2,,
SU 457,EEAFHB,VISHA 17,52.683,29.017,146,690,2877,999,15,,5,,,75,1,5,75
SU 458,,B.KOSHEL,52.667,30.5,,,,,,,,,,39,3,32,85
SU 459,EEAFHB,VISHA 15,52.633,29.133,145,749,2831,999,14,,5.07,,,71,1,5,75
SU 460,,BEREZINS,52.583,29.7,,,,,,,,,,88,2,,
SU 461,,KUZHAI,52.583,62.75,,,,,,,,,,32,2,,
SU 462,,SHATILKI,52.55,29.533,,,,,,,,,,82,3,,
SU 463,ECABHB,DROGICH5,52.533,25.683,,110,230,24,11,8,2.8,,,30,1,126,86
SU 464,EEAZZC,DAVYDOVS,52.533,29.533,,,3500,,,,,,,61,1,40,85
SU 465,EEAZZC,PERVOMAI,52.533,30,,,3500,,,,,,,79,1,40,85
SU 466,ECABHB,OGORODN1,52.517,25.083,,100,168,18,12,,2.52,,,29,1,126,86
SU 467,EEAZZC,MARMOVI2,52.517,29.367,,,,,,,,,,60,1,89,87
SU 468,EEAFHB,S.DOMAN3,52.5,29.25,139,648,2476,12,11,,5.72,,,63,1,5,75
SU 469,EEAFHB,DAVYDO10,52.5,29.583,140,889,2646,52,15,,4.73,,,71,1,5,75
SU 470,EEAZZC,D.KOREN2,52.5,29.667,,,2180,,,,,,,58,1,40,85
SU 471,EEAZZC,KHLOPIN1,52.5,29.833,,,2170,,,,,,,60,1,40,85
SU 472,,PERVOMAI,52.5,29.933,,,,,,,,,,101,2,5,75
SU 473,EBAFHB,N.YA2273,52.5,35.333,285,80,290,999,,,,,,40,1,105,70
SU 474,EEAFHB,DAVYDOV5,52.467,29.467,143,868,2699,73,21,,3.81,,,80,1,5,75
SU 475,EEAZZC,SOSNOV40,52.467,29.533,,,,,,,,,,66,1,89,87
SU 476,EBARHC,SERDO247,52.467,44.383,158,280,980,140,21,,2.78,,,59,1,91,
SU 477,EEAFHB,V.PERVO1,52.417,30.25,140,1132,3266,999,20,,4.2,,,84,1,5,75
SU 478,EBAFHB,MIKHA974,52.417,35.333,205,40,120,999,,,,,,45,1,105,70
SU 479,,GOMEL,52.4,30.933,,,,,,,,,,46,2,32,85
SU 480,EEAZZC,YU.OST18,52.383,29.6,,,,,,,,,,59,1,89,87
SU 481,,OSTASHKO,52.383,29.633,,,,,,,,,,66,3,,
SU 482,EEABHB,,52.333,30.083,133,742,1960,9,18,,3.33,,,60,1,11,70
SU 483,EEAFHB,BORSHCH1,52.333,30.667,126,1469,2339,999,17,,4.2,,,71,1,5,75
SU 484,EBAFHB,MIKHA047,52.333,35.167,265,65,260,999,,,,,,38,1,105,70
SU 485,EEAZZC,OSTAS123,52.317,29.8,,,,,,,,,,61,1,120,85
SU 486,,RECHITSA,52.317,30.35,,,,,,,,,,70,2,,
SU 487,ECAZZC,ALEKSAN1,52.317,30.583,,,,,,,,,,55,1,89,87
SU 488,EEAFHC,RECHIT89,52.283,30.367,,1654,2191,21,15,,3.47,,,52,1,11,70
SU 489,EEAZZC,RECHITSA,52.267,30.233,,,2070,,,,,,,55,1,40,85
SU 490,EEAZZC,KUSTINS1,52.25,23.5,,,,,,,,,,59,1,12,70
SU 491,EAAAHB,ZHITK834,52.25,27.75,,60,150,16,16,6,3.33,,,52,1,126,86
SU 492,,ZOLOTUKH,52.25,29.75,,,,,,,,,,76,2,,
SU 493,EBAFHB,MIKHA424,52.25,35.083,,20,215,999,,,,,,36,1,105,70
SU 494,EBAFHB,MIKHA413,52.25,35.167,215,20,160,999,,,,,,41,1,105,70
SU 495,EAAAHB,ZHITK835,52.233,27.75,,60,199,20,13,6,3.5,,,47,1,126,86
SU 496,EAAAHB,ZHITK838,52.233,27.767,,60,200,22,13,6,4.4,,,56,1,126,86
SU 497,EBAZZC,GOROKHO2,52.233,29.133,,,,,,,,,,61,1,89,87
SU 498,ECAEHB,ORLYA 28,52.217,23.333,,450,1000,100,28,,2,,,55,1,133,
SU 499,EAAAHB,MIKAS208,52.217,27.367,,80,180,18,8,10,2.66,,,21,1,126,86
SU 500,EAAAHB,MIKASH20,52.217,27.45,,40,129,13,9,11,2.52,,,22,1,126,86
SU 501,EAAAHB,ZHITK515,52.217,27.833,,40,146,16,14,6,2.53,,,36,1,126,86
SU 502,EAAAHB,ZHITK843,52.2,27.717,,41,177,20,12,8,3.4,,,42,1,126,86
SU 503,ECABHB,DROGICH1,52.183,25.15,,65,100,12,14,12,2.1,,,29,1,126,86
SU 504,,VASILYEV,52.183,30.617,,,,,,,,,,62,2,,
SU 505,ECAZZC,OLKHO236,52.183,40.05,,,,,,,,,,55,1,91,
SU 506,EEAFHB,MALODUS1,52.167,29.917,136,784,1551,999,15,,5.87,,,88,1,5,75
SU 507,ECAFHC,IVANOVO2,52.15,25.4,,70,160,10,15,,2.1,,,31,1,133,
SU 508,ECABHB,KLEINI16,52.133,23.567,,,,24,26,12,2,,,51,9,133,
SU 509,ECABHB,BREST 19,52.067,23.783,,50,186,46,22,12,2,,,45,1,133,
SU 510,EEAFHC,TUROV  2,52.067,27.55,,675,1184,26,7,,3,,,21,1,11,70
SU 511,ECABHB,SKVERIK1,52.05,23.783,,620,870,107,13,,3.88,,,49,1,133,
SU 512,EEAFHC,BARSUK15,52.05,30.267,,2250,2960,26,10,,5.3,,,53,1,118,88
SU 513,EEAFHC,BARSUK71,52.067,30.233,,2600,3200,30,11,,4.9,,,54,1,118,88
SU 514,EBAZZC,ELSHAN27,52.05,46.033,,,,,,,,,,38,1,51,
SU 515,,AIDYRLYA,52,59.833,,,,,,,,,,44,2,98,
SU 516,,,52,58.25,,,,,,,,,,20,2,,
SU 517,EEAZZC,MOZYR  1,51.917,29.333,,,2800,,,,,,,45,1,40,85
SU 518,EBAZZC,ATKARSK2,51.883,45.033,,,,,,,,,,56,1,51,
SU 519,EEAZZC,KHLEBNO7,51.883,46,,,300,,,,,,,51,1,40,85
SU 520,,BESTOBE,51.867,62.1,,,,,,,,,,39,2,,
SU 521,EEAZZC,KUSTOVN1,51.817,29.317,,,740,,,,,,,51,1,40,85
SU 522,EEAFHC,ELSK  21,51.767,29.2,,1100,1769,28,11,,3,,,33,1,11,70
SU 523,EBAZZC,K.VOL971,51.733,25.867,,80,142,,15,,1.65,,,24,1,54,81
SU 524,EEAZZC,STRELIC2,51.733,30,,,2520,,,,,,,43,1,40,85
SU 525,EEAZZC,BORSHC13,51.7,28.217,,,,,,,,,,61,1,89,87
SU 526,EEAZZC,LIPLYAN1,51.7,28.217,,,,,,,,,,33,1,89,87
SU 527,EBARHC,ORENBURG,51.683,54.667,94,490,1670,236,8,,6.14,,,51,1,91,
SU 528,EEAZZC,ELSK  10,51.633,29.233,,,2100,,,,,,,46,1,40,85
SU 529,EBAFHB,S.OS2080,51.583,37.5,240,55,200,999,,,,,,33,1,105,70
SU 530,EEABHC,DERNOV29,51.567,29.683,,283,825,12,12,9,1.58,,,19,1,11,70
SU 531,ECARHC,TEPLOVS1,51.533,52,99,190,3200,602,24,,2.9,,,69,1,91,
SU 532,ECABHA,SERK2142,51.517,25.733,,80,175,,18,,1.5,,,27,1,54,81
SU 533,EBAZZC,G.MED325,51.517,57.65,,,,,,,,,,38,1,46,
SU 534,EEABIA,MEDNOGOR,51.5,57.667,,,,,,,,,,26,1,96,82
SU 535,,BORKOVSK,51.45,32,,,,,,,,,,42,3,16,85
SU 536,,,51.417,27.917,,,,,,,,,,33,4,,
SU 537,EEABZA,BORKOVS9,51.417,32.05,,870,1700,999,27,3,1.56,,,46,1,35,70
SU 538,EBAFHB,SOLNTS14,51.417,36,185,70,265,999,,,,,,36,1,105,70
SU 539,ECARHC,STEPNO33,51.417,46.883,77,1820,2340,104,23,,3.16,,,74,1,91,
SU 540,EEAEIA,KARA3752,51.417,59.5,300,40,600,29,13,21,2.54,,,32,1,96,82
SU 541,ECAZZC,PAVLOV11,51.383,48.7,,,,,,,,,,69,1,51,
SU 542,EBAZZC,BORISOG1,51.367,42.033,,,580,,,,,,,48,1,40,85
SU 543,EAAZHB,RAFAL270,51.333,25.967,,40,240,,12,,2.05,,,25,1,54,81
SU 544,EBAFHB,SOLNT406,51.333,36.25,205,80,260,999,,,,,,37,1,105,70
SU 545,ECAZZC,PAVLOV23,51.333,48.683,,,,,,,,,,46,1,51,
SU 546,,KHOLMSKA,51.317,32.217,,,,,,,,,,44,2,,
SU 547,EEAFHA,ADAMOVS6,51.317,32.467,,1000,1800,999,24,,1.4,,,34,1,35,70
SU 548,EPABHA,KOBY2484,51.3,28.467,,,,,,,,,,12,1,53,
SU 549,EBARHC,DMITRIE6,51.3,45.333,193,1450,1750,60,22,,3.4,,,73,1,91,
SU 550,EPABHA,USOV2498,51.283,28.15,,,,,,,,,,30,1,53,
SU 551,EEABZA,KOSHE204,51.267,31.867,,1000,1800,999,21,6,1.4,,,34,1,35,70
SU 552,EEAFIB,SMOLYANS,51.267,32.017,,20,2800,,23,,1.5,,,34,1,16,85
SU 553,EEABHA,USOV2501,51.25,28.083,,,,,,,,,,20,1,53,
SU 554,ECAFZC,DERGACH2,51.233,49.217,,,,,,,,,,36,1,51,
SU 555,EBARHC,Z.RYBU14,51.217,45.383,212,1530,1810,56,20,,2.55,,,51,1,91,
SU 556,ECAFZC,DERGACH3,51.217,48.717,,,,,,,,,,41,1,51,
SU 557,EBABIB,OZER2507,51.2,28.05,,,,,,,,,,30,1,53,
SU 558,EBARHC,V.RYBU12,51.2,45.467,164,1500,1830,66,20,,2.8,,,56,1,91,
SU 559,ECARHC,PRIVOL13,51.183,46.6,91,2140,2700,112,20,,3.4,,,68,1,91,
SU 560,EBAFHB,YAKOV439,51.167,35.917,220,90,450,999,,,,,,44,1,105,70
SU 561,EBAFHB,,51.167,44.5,137,750,1500,999,,,,,,55,1,105,70
SU 562,EBAFHB,GORYUCH1,51.167,45.583,,1200,1750,999,,,,,,52,1,105,70
SU 563,EEABIB,KUMA5204,51.167,58.867,200,25,700,35,12,21,2.84,,,34,1,98,
SU 564,ECABZA,KRIN1438,51.117,25.567,,100,500,18,16,16,2.1,,,34,1,54,81
SU 565,EEAFFB,BAKHMACH,51.117,32.733,,500,3500,999,26,,1.7,,,47,1,16,85
SU 566,EEABIA,ASHC5107,51.083,59.167,210,20,720,36,13,28,2.5,,,34,1,96,82
SU 567,EEAFIA,NEZHINKA,51.05,31.883,,2200,2900,,,,,,,45,1,16,85
SU 568,EEAFIB,TVAN,51.033,32.133,,2130,2650,,33,,1.7,,,56,1,16,85
SU 569,EEAFIB,BAKHMACH,51.033,32.583,,2700,3500,999,33,,1.7,,,56,1,16,85
SU 570,,YAKOVLEV,51,36.167,,,,,,,,,,50,6,105,70
SU 571,,BAKHMETY,51,44.917,,,,,,,,,,45,4,105,70
SU 572,EEABIA,OLISHEV1,50.983,31.217,,1500,2000,999,26,6,1.6,,,42,1,35,70
SU 573,EEAZIB,OLISHEV5,50.983,31.55,,1500,2000,999,,,,,,42,1,56,71
SU 574,ECAZZC,LINEV 30,50.917,44.817,,,,999,,,,,,49,1,114,71
SU 575,EEABIA,OSEN4480,50.917,59.583,300,10,1010,56,12,27,2.63,,,32,1,97,77
SU 576,ECAFIB,VLAD.VOL,50.883,24.55,,500,3000,999,,,,,,39,1,16,85
SU 577,EEAFIB,LOSINOVS,50.867,31.85,,20,2300,,23,,1.7,,,40,1,16,85
SU 578,EEAFFB,TALALAEV,50.867,33.15,,20,3400,999,22,,1.7,,,42,1,16,85
SU 579,ECAFIB,BUBNOVSK,50.867,33.283,,1000,3000,,22,,1.7,,,42,1,16,85
SU 580,,MONASTYR,50.85,32.133,,,,,,,,,,40,2,,
SU 581,,,50.833,37.167,,,,,,,,,,36,2,,
SU 582,,ZHIRNOVS,50.833,44.917,,,,,,,,,,57,5,,
SU 583,EEAFIB,ICHNYA 4,50.817,32.417,,2000,3000,999,32,,1.4,,,46,1,35,70
SU 584,EEAFIA,MONASTYR,50.8,32.083,,100,1050,999,22,,1.7,,,37,1,16,85
SU 585,,YAKOVLEV,50.8,36.5,,,,,,,,,,42,2,,
